ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"5.39.93.167","elite","AS16276","FR","OVH SAS","5","OVH ISP","22851","socks4","5301","1","2023-07-30T17:39:27.849Z","100","3149","3149"
"103.207.98.82","elite","AS134643","ID","JKSNET","292","N/A","41238","socks4","5101","1","2023-07-30T17:39:27.741Z","98","3075","3124"
"103.85.103.17","elite","AS135788","IN","Vedant Broadband","196","N/A","5678","socks4","5011","1","2023-07-30T17:39:27.740Z","99","3116","3147"
"170.254.255.227","elite","AS52584","BR","Connect Fibra","255","Connect Fibra","45816","socks4","4911","1","2023-07-30T17:39:27.835Z","99","3120","3167"
"195.175.87.14","elite","AS9121","TR","TTnetTurkTelekom","75","N/A","4153","socks4","4803","1","2023-07-30T17:39:24.146Z","97","3086","3167"
"103.60.187.129","elite","AS135729","IN","Digital Telco Network India Pvt. Ltd.","190","Digital Telco Network India Pvt. Ltd.","52195","socks4","4598","1","2023-07-30T17:39:24.141Z","99","3133","3159"
"114.104.141.138","elite","AS4134","CN","Chinanet","192","Chinanet AH","38801","socks4","5102","1","2023-07-30T17:39:24.139Z","9","267","3085"
"94.182.26.44","elite","AS31549","IR","Aria Shatel Company Ltd","205","Shtl NET DED","4153","socks4","2709","1","2023-07-30T17:39:24.140Z","96","3042","3167"
"212.174.171.22","elite","AS9121","CY","TurkTelecom","193","Cyprus Wireless Solution Ltd.","5678","socks4","4984","82","2023-07-30T17:39:24.336Z","10","306","3139"
"178.212.199.95","elite","AS39065","UA","Southern Telecommunication Company Ltd.","54","SOHONET","1099","socks4","3803","1","2023-07-30T17:39:24.233Z","89","2806","3152"
"180.250.190.147","elite","AS7713","ID","PT. Telekomunikasi Indonesia","200","N/A","1080","socks4","3704","1","2023-07-30T17:39:20.842Z","98","3077","3145"
"45.126.169.137","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","213","NET 4 U Services PVT LTD","4145","socks4","4687","1","2023-07-30T17:39:20.836Z","99","3124","3149"
"43.153.52.178","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","190","Tencent Cloud Computing","443","socks5","5004","1","2023-07-30T17:39:20.839Z","46","1421","3097"
"114.132.243.168","elite","AS45090","CN","CNC Group CHINA169 Hebei Province network","218","Tencent cloud computing (Beijing) Co., Ltd.","7890","socks5","4408","1","2023-07-30T17:39:20.837Z","17","543","3112"
"172.67.250.212","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4897","1","2023-07-30T17:39:20.844Z","100","3107","3107"
"79.143.190.221","elite","AS51167","DE","Contabo GmbH","99","Contabo GmbH","12580","socks5","4104","1","2023-07-30T17:39:20.944Z","100","3077","3077"
"197.234.13.78","elite","AS36902","SC","Intelvision","188","Intelvision Ltd","4145","socks4","4898","82","2023-07-30T17:39:20.846Z","100","3008","3020"
"14.248.94.123","elite","AS45899","VN","VNPT","289","Vietnam Posts and Telecommunications Group","5678","socks4","5100","1","2023-07-30T17:39:17.246Z","91","2850","3118"
"103.70.206.65","elite","AS135712","IN","Euron Communications Pvt. Ltd","195","Euron Communications Pvt. Ltd.","59311","socks4","2402","1","2023-07-30T17:39:17.238Z","99","3150","3166"
"36.95.53.185","elite","AS7713","ID","PT. Telekomunikasi Indonesia","183","Telekomunikasi Indonesia","5678","socks4","5087","1","2023-07-30T17:39:17.240Z","100","3057","3059"
"75.119.201.47","elite","AS26347","US","New Dream Network, LLC","199","New Dream Network, LLC","45035","socks4","4799","1","2023-07-30T17:39:13.650Z","100","3060","3061"
"1.10.133.77","elite","AS23969","TH","TOT Public Company Limited","158","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","5090","1","2023-07-30T17:39:13.649Z","49","1544","3122"
"27.123.223.210","elite","AS58369","ID","FIBERNET","162","N/A","4145","socks4","3499","1","2023-07-30T17:39:13.735Z","99","3118","3157"
"185.32.4.98","elite","AS60645","PL","AS Consulting Sp. z o. o.","41","Core Network Fiber","4153","socks4","4801","1","2023-07-30T17:39:13.749Z","100","3083","3095"
"103.120.49.99","elite","AS135406","AU","BCD NETWORKS PTY LTD","230","BCD NETWORKS PTY LTD","8080","socks4","4703","2","2023-07-30T17:39:13.734Z","99","3055","3073"
"115.209.108.70","elite","AS4134","CN","Chinanet","222","N/A","3000","socks5","5091","83","2023-07-30T17:39:13.737Z","10","319","3083"
"126.70.140.73","elite","AS17676","JP","Softbank BB Corp.","264","SOFTBANK Corp","80","socks4","5098","1","2023-07-30T17:39:10.239Z","100","3132","3136"
"195.62.52.164","elite","AS44812","RU","IP SERVER LLC","82","IP SERVER LLC","29520","socks4","4998","1","2023-07-30T17:39:10.235Z","90","2784","3090"
"216.107.129.72","elite","AS61317","US","Colocation America Corporation","95","Ipxo LLC","10180","socks5","4405","1","2023-07-30T17:39:10.336Z","100","3078","3078"
"37.152.171.39","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","199","Rahanet Zanjan Co.","4153","socks4","95","1","2023-07-30T17:39:10.237Z","45","1433","3168"
"84.38.189.241","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","88","N/A","30073","socks4","4703","1","2023-07-30T17:39:10.333Z","96","2940","3077"
"172.67.181.103","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5197","82","2023-07-30T17:39:10.238Z","100","3045","3046"
"43.152.192.217","elite","AS132203","IN","Shenzhen Tencent Computer Systems Company Limited","195","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4307","1","2023-07-30T17:39:06.740Z","99","3054","3093"
"103.54.148.34","elite","AS134128","BD","Mega Speed","184","N/A","1080","socks4","4103","1","2023-07-30T17:39:06.738Z","99","3130","3152"
"165.225.8.100","elite","AS22616","US","ZSCALER, INC.","79","Zscaler, Inc","10605","socks4","4393","1","2023-07-30T17:39:06.836Z","97","3073","3155"
"154.79.242.178","elite","AS36926","KE","Airtel KE Mobile & Fixed Internet","168","N/A","10801","socks4","1706","1","2023-07-30T17:39:06.745Z","92","2918","3169"
"66.78.54.93","elite","AS21769","US","Colocation America Corporation","144","code200 UAB","20000","socks4","4605","1","2023-07-30T17:39:06.834Z","96","3020","3138"
"181.15.156.170","elite","AS7303","AR","Telecom Argentina S.A.","297","Telecom Argentina S.A","8080","socks5","4793","1","2023-07-30T17:39:06.743Z","98","3034","3109"
"91.193.237.180","elite","AS42916","RU","NKOORT","50","IT Ltd","3389","socks4","4589","1","2023-07-30T17:39:03.643Z","99","3069","3088"
"124.158.186.34","elite","AS55685","ID","PT Jala Lintas Media","183","N/A","5678","socks4","4296","1","2023-07-30T17:39:03.646Z","92","2925","3163"
"45.77.99.122","elite","AS20473","US","The Constant Company","87","Vultr Holdings, LLC","20473","socks4","4494","1","2023-07-30T17:39:03.642Z","82","2533","3086"
"49.51.95.195","elite","AS132203","CA","OPHL","93","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","4901","84","2023-07-30T17:39:03.741Z","87","2698","3094"
"189.138.115.211","elite","AS8151","MX","UNINET","189","Gestión de direccionamiento UniNet","80","socks4","4802","1","2023-07-30T17:39:03.648Z","92","2786","3043"
"202.53.172.75","elite","AS23923","BD","Agni Systems Ltd.","189","Agni 12","5678","socks4","4505","2","2023-07-30T17:39:03.649Z","31","974","3163"
"51.83.252.13","elite","AS16276","PL","OVH SAS","28","OVH Sp. z o. o","8888","socks4","4901","1","2023-07-30T17:39:03.743Z","100","3097","3097"
"117.26.40.156","elite","AS4134","CN","Chinanet","213","Chinanet FJ","2829","socks4","5085","1","2023-07-30T17:38:59.537Z","56","1739","3111"
"124.41.240.140","elite","AS17501","NP","WorldLink Communications","189","Wlink Static ENT KTM V1115","59964","socks5","1501","1","2023-07-30T17:38:59.446Z","100","3121","3123"
"169.239.236.101","elite","AS327986","NG","Gutti Global Networks","184","Gutti Global Networks","10801","socks4","1506","1","2023-07-30T17:38:59.534Z","98","3095","3144"
"94.103.82.167","elite","AS207651","NL","Hosting technology LTD","16","Vdsina","5159","socks4","5002","1","2023-07-30T17:38:59.638Z","88","2659","3018"
"31.210.52.133","elite","AS49334","TR","SH ONLINE ILETISIM ANONIM SIRKETI","82","SH ONLINE ILETISIM ANONIM SIRKETI","61443","socks5","725","1","2023-07-30T17:38:59.641Z","85","2686","3162"
"51.210.21.189","elite","AS16276","FR","OVH SAS","6","EL Zayat Hadi","1080","socks5","4402","1","2023-07-30T17:38:59.642Z","99","3139","3181"
"197.221.90.54","elite","AS37350","GH","Internet Solutions Ghana","104","Internet Solutions","56810","socks4","1813","1","2023-07-30T17:38:55.839Z","99","3103","3144"
"45.70.237.130","elite","AS264668","EC","Nedetel S.A.","190","Nedetel S.A","4145","socks4","4991","1","2023-07-30T17:38:55.751Z","99","3065","3083"
"91.205.129.154","elite","AS47895","RU","LTD \"Erline\"","91","R-Line Ltd","36931","socks4","5084","1","2023-07-30T17:38:55.941Z","98","3011","3076"
"217.115.213.187","elite","AS9050","RO","Orange Romania Communication S.A","51","Orange Romania Communications","4145","socks4","4593","1","2023-07-30T17:38:55.942Z","99","3002","3038"
"45.77.111.135","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","15082","socks5","4286","1","2023-07-30T17:38:55.945Z","100","3122","3122"
"119.28.74.177","elite","AS132203","HK","ComsenzNet","286","Tencent cloud computing (Beijing) Co., Ltd.","10004","socks5","5000","1","2023-07-30T17:38:55.841Z","100","3156","3165"
"159.89.138.130","elite","AS14061","US","DigitalOcean, LLC","148","Digital Ocean","80","socks4","5002","1","2023-07-30T17:38:55.838Z","100","3029","3030"
"94.130.184.102","elite","AS24940","DE","Hetzner Online GmbH","95","Hetzner","10015","socks5","4887","1","2023-07-30T17:38:55.946Z","93","2878","3080"
"170.254.255.225","elite","AS52584","BR","Connect Fibra","227","Connect Fibra","45816","socks4","4306","2","2023-07-30T17:38:55.842Z","98","3047","3094"
"104.20.75.69","elite","AS13335","US","Cloudflare, Inc.","88","Cloudflare, Inc","80","socks5","4986","1","2023-07-30T17:38:52.341Z","100","3064","3064"
"125.27.251.173","elite","AS23969","TH","TOT Public Company Limited","194","TOT Public Company Limited","33008","socks4","3292","1","2023-07-30T17:38:52.335Z","30","951","3176"
"138.201.140.125","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","15976","socks5","4492","1","2023-07-30T17:38:52.345Z","100","3148","3148"
"104.24.15.158","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks5","4801","1","2023-07-30T17:38:52.339Z","100","3133","3136"
"194.44.193.135","elite","AS3255","UA","State Enterprise Scientific and Telecommunication Centre \"Ukrainian Academic and Research Network\" of the Institute Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)","83","UARNET-LL","5678","socks4","5194","82","2023-07-30T17:38:52.439Z","98","3076","3143"
"159.223.118.43","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","8080","socks4","4814","1","2023-07-30T17:38:52.340Z","88","2784","3169"
"192.241.114.212","elite","AS55286","US","B2 Net Solutions Inc.","89","ServerMania Inc","2020","socks5","4788","1","2023-07-30T17:38:48.841Z","100","3104","3114"
"1.2.214.8","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","4145","socks4","4496","1","2023-07-30T17:38:48.839Z","69","2184","3144"
"104.192.200.71","elite","AS11071","US","InfoWest","200","InfoWest","8899","socks4","4799","84","2023-07-30T17:38:48.836Z","100","3142","3151"
"103.70.159.133","elite","AS133720","IN","speednet","192","N/A","5678","socks4","4803","1","2023-07-30T17:38:48.838Z","99","3124","3155"
"107.189.10.139","elite","AS53667","LU","FranTech Solutions","15","BuyVM","10808","socks4","2291","1","2023-07-30T17:38:48.942Z","78","2417","3097"
"104.24.136.68","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks5","4396","1","2023-07-30T17:38:45.649Z","100","3072","3072"
"176.115.14.32","elite","AS58350","PL","PHU Classcom Sp. z o.o.","42","PHU Classcom Sp. z o.o","5678","socks4","4404","1","2023-07-30T17:38:45.837Z","100","3136","3151"
"101.42.116.41","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","191","Tencent Cloud Computing (Beijing) Co., Ltd","10809","socks4","5003","1","2023-07-30T17:38:45.741Z","77","2443","3164"
"116.58.227.73","elite","AS131090","TH","CAT-BB","202","N/A","4145","socks4","4910","2","2023-07-30T17:38:45.733Z","80","2529","3174"
"172.67.181.144","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","2270","82","2023-07-30T17:38:45.740Z","100","3119","3119"
"186.251.255.149","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","216","Seanet Telecom Carazinho Eireli","31337","socks4","2606","1","2023-07-30T17:38:45.739Z","99","3069","3096"
"14.207.121.162","elite","AS45629","TH","Triple T Broadband Public Company Limited","168","Triple T Broadband Public Company Limited","8080","socks4","4401","1","2023-07-30T17:38:45.734Z","84","2569","3053"
"46.227.37.21","elite","AS51155","PL","Telemedian - TB Telecom","96","Telemedian","1088","socks4","4989","1","2023-07-30T17:38:45.835Z","100","3134","3143"
"45.7.177.228","elite","AS266626","BR","Litoral Telecom","201","Litoral Telecom","39867","socks4","3808","1","2023-07-30T17:38:42.450Z","98","3057","3133"
"43.240.113.89","elite","AS38794","TH","United Information Highway Co., Ltd.","183","United Information Highway Co., Ltd","47620","socks5","2576","1","2023-07-30T17:38:42.448Z","98","3096","3149"
"168.227.158.77","elite","AS52898","BR","Multipla Serviços Inteligentes","201","Multipla Serviços Inteligentes","4145","socks4","3992","1","2023-07-30T17:38:42.444Z","99","3081","3100"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","82","Webworld","56792","socks5","2316","1","2023-07-30T17:38:39.048Z","94","2937","3141"
"45.233.1.1","elite","AS267303","BR","Centro Oeste Provedor","228","Centro Oeste Provedor","4153","socks4","4493","1","2023-07-30T17:38:39.036Z","99","3152","3168"
"51.75.247.54","elite","AS16276","FR","OVH SAS","6","OVH","29237","socks5","4897","1","2023-07-30T17:38:39.049Z","99","3037","3075"
"146.56.150.146","elite","AS31898","KR","Oracle Corporation","287","Oracle Cloud Infrastructure (ap-seoul-1)","32241","socks5","3603","1","2023-07-30T17:38:38.950Z","96","2996","3137"
"177.12.177.69","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","193","Linkli Telecomunicacoes Ltda","4153","socks4","5001","84","2023-07-30T17:38:38.946Z","100","3130","3136"
"8.210.252.121","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","295","Alibaba.com Singapore E-Commerce Private Limited","48091","socks5","4496","1","2023-07-30T17:38:38.945Z","91","2834","3120"
"103.58.16.57","elite","AS134202","MY","E-world Communication SDN BHD","179","E-world Communication SDN BHD","4145","socks4","4083","1","2023-07-30T17:38:38.947Z","100","3119","3127"
"110.77.184.118","elite","AS131090","TH","CAT-BB","171","N/A","4145","socks4","5098","1","2023-07-30T17:38:35.634Z","89","2697","3039"
"107.161.50.42","elite","AS395092","US","Shock Hosting LLC","191","Shock Hosting LLC","6401","socks4","4995","1","2023-07-30T17:38:35.637Z","100","3160","3164"
"176.98.95.105","elite","AS41096","UA","TOV TV&Radio Company 'TIM'","48","TOV TV&Radio Company 'TIM'","30759","socks4","4905","1","2023-07-30T17:38:35.733Z","95","3009","3161"
"187.155.218.135","elite","AS8151","MX","Uninet S.A. de C.V.","123","Uninet S.A. de C.V.","8081","socks5","5096","6","2023-07-30T17:38:35.633Z","92","2887","3148"
"168.253.196.6","elite","AS37276","ZA","VOffice Solutions","285","Smartvillage","5678","socks4","4995","1","2023-07-30T17:38:35.547Z","100","3104","3115"
"103.10.97.154","elite","AS18103","ID","Neuviz","195","N/A","4153","socks4","5104","1","2023-07-30T17:38:35.650Z","96","2949","3057"
"43.132.128.186","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","245","Tencent Cloud Computing","24067","socks5","4395","1","2023-07-30T17:38:32.049Z","99","3034","3065"
"118.172.134.75","elite","AS23969","TH","TOT Public Company Limited","191","TOT Public Company Limited","4145","socks4","5013","1","2023-07-30T17:38:32.147Z","44","1378","3106"
"125.44.193.222","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","201","N/A","8118","socks4","5005","1","2023-07-30T17:38:32.044Z","66","2025","3090"
"103.47.93.254","elite","AS134058","IN","Broban Internet Services Pvt.ltd","146","Broban  PVT Ltd.","1080","socks4","2122","2","2023-07-30T17:38:32.048Z","99","3120","3145"
"116.199.172.1","elite","AS45661","IN","Capture Network Systems Pvt. Ltd.","137","Capture Network Systems Pvt. Ltd.","4145","socks4","5088","1","2023-07-30T17:38:32.051Z","99","3097","3122"
"203.30.189.85","elite","AS209242","US","Cloudflare London","15","Umpire Associates LTD","80","socks4","4589","1","2023-07-30T17:38:32.050Z","100","3137","3137"
"43.153.52.155","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","184","Tencent Cloud Computing","443","socks4","4781","1","2023-07-30T17:38:29.040Z","67","2077","3110"
"103.47.93.197","elite","AS134058","IN","Broban Internet Services Pvt.ltd","183","Broban  PVT Ltd.","1080","socks4","1726","1","2023-07-30T17:38:29.036Z","99","3085","3103"
"106.110.212.216","elite","AS4134","CN","Chinanet","215","Chinanet GD","4134","socks4","5002","1","2023-07-30T17:38:29.037Z","62","1923","3082"
"159.223.173.237","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","12057","socks5","4791","1","2023-07-30T17:38:28.951Z","83","2554","3080"
"36.37.153.54","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE.","205","Viettel (cambodia) Pte, Ltd.","51080","socks4","4108","1","2023-07-30T17:38:28.949Z","97","3070","3166"
"192.99.245.228","elite","AS16276","CA","OVH SAS","95","OVH Hosting, Inc.","3128","socks4","4701","1","2023-07-30T17:38:28.954Z","86","2611","3047"
"157.245.141.42","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","44020","socks4","4794","81","2023-07-30T17:38:25.640Z","100","3042","3051"
"45.114.144.199","elite","AS55507","IN","Tejays Dynamic Limited","296","Tejays Dynamic Ltd","32434","socks4","3996","1","2023-07-30T17:38:25.637Z","58","1755","3036"
"171.35.220.96","elite","AS4837","CN","China Unicom Jiangxi Province Network","202","N/A","9999","socks4","4390","1","2023-07-30T17:38:25.635Z","27","854","3163"
"51.89.0.56","elite","AS16276","GB","OVH SAS","11","OVH","21234","socks4","4991","1","2023-07-30T17:38:25.734Z","100","3029","3030"
"46.227.36.1","elite","AS51155","PL","Telemedian - TB Telecom","86","Telemedian","1088","socks4","4899","1","2023-07-30T17:38:22.036Z","100","3027","3035"
"161.97.158.118","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","11944","socks4","2189","1","2023-07-30T17:38:22.133Z","98","3035","3098"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","326","China Mobile Communications Corporation","8123","socks5","3300","1","2023-07-30T17:38:21.738Z","80","2527","3157"
"159.89.206.252","elite","AS14061","SG","DigitalOcean, LLC","204","DigitalOcean, LLC","44590","socks4","1138","1","2023-07-30T17:38:21.740Z","100","3052","3067"
"202.148.5.34","elite","AS9794","ID","PT. Core Mediatech","176","N/A","5678","socks4","4883","1","2023-07-30T17:38:21.737Z","98","3032","3086"
"70.90.67.139","elite","AS33661","US","Comcast Cable Communications, LLC","123","Comcast Cable Communications, LLC","54321","socks4","4804","1","2023-07-30T17:38:21.736Z","98","3103","3153"
"45.7.177.235","elite","AS266626","BR","Litoral Telecom","202","Litoral Telecom","39867","socks4","4684","1","2023-07-30T17:38:21.734Z","99","3102","3134"
"94.142.142.140","elite","AS209641","RU","I-servers LTD","101","I-servers LTD","3128","socks4","5097","1","2023-07-30T17:38:18.650Z","100","3115","3121"
"104.129.205.94","elite","AS22616","US","ZSCALER, INC.","94","Zscaler, Inc.","54321","socks5","4990","82","2023-07-30T17:38:18.551Z","94","2941","3139"
"5.181.93.127","elite","AS50825","CZ","broadband pppoe","28","N/A","4153","socks4","3806","1","2023-07-30T17:38:18.651Z","99","3109","3144"
"121.66.105.19","elite","AS3786","KR","LG DACOM Corporation","286","LG Uplus","51080","socks4","4699","1","2023-07-30T17:38:18.548Z","100","3053","3061"
"212.83.143.147","elite","AS12876","FR","Online S.A.S.","8","ONLINE","13286","socks5","1795","1","2023-07-30T17:38:18.546Z","100","3141","3146"
"45.7.177.176","elite","AS266626","BR","Litoral Telecom","201","Litoral Telecom","39867","socks4","4906","1","2023-07-30T17:38:18.549Z","97","3093","3173"
"49.49.74.204","elite","AS45629","TH","Triple T Broadband Public Company Limited","193","Triple T Broadband Public Company Limited","5678","socks4","5098","1","2023-07-30T17:38:15.251Z","98","3042","3095"
"43.239.75.193","elite","AS133443","BD","COL","199","N/A","4145","socks4","4309","1","2023-07-30T17:38:15.249Z","99","3057","3097"
"103.59.203.189","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","197","NET 4 U Services PVT LTD","4145","socks4","708","1","2023-07-30T17:38:15.242Z","99","3134","3162"
"185.220.226.199","elite","AS205585","TR","Noyan Abr Arvan Co. ( Private Joint Stock)","99","Noyan Abr Arvan Co. ( Private Joint Stock)","808","socks4","2996","1","2023-07-30T17:38:15.242Z","85","2593","3058"
"194.87.58.16","elite","AS208685","NL","Serverius Holding B.V.","11","VictoryWillbeours","80","socks4","4699","1","2023-07-30T17:38:15.245Z","100","3115","3115"
"213.89.48.95","elite","AS1257","SE","CHELLO","53","Com Hem AB","1080","socks4","1963","3","2023-07-30T17:38:15.250Z","97","3035","3113"
"103.85.60.129","elite","AS131111","ID","MORATELINDONAP","163","N/A","3629","socks4","4913","1","2023-07-30T17:38:15.249Z","98","2960","3018"
"103.49.242.193","elite","AS133720","IN","Zess Networks Private Limited","187","Zess Networks Private Limited","5678","socks4","2108","82","2023-07-30T17:38:15.239Z","98","3048","3106"
"212.69.12.81","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","95","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4613","1","2023-07-30T17:38:11.939Z","100","3136","3136"
"36.89.129.213","elite","AS7713","ID","PT. Telekomunikasi Indonesia","195","Telekomunikasi Indonesia","5678","socks4","4891","1","2023-07-30T17:38:11.848Z","66","2080","3152"
"197.234.13.46","elite","AS36902","SC","Intelvision","194","Intelvision Ltd","4145","socks4","4513","1","2023-07-30T17:38:11.933Z","100","3129","3139"
"202.51.122.163","elite","AS17995","ID","PT iForte Global Internet","193","N/A","4673","socks4","5096","1","2023-07-30T17:38:11.935Z","100","3153","3167"
"121.205.69.23","elite","AS4134","CN","Chinanet","245","Chinanet FJ","21212","socks5","2802","1","2023-07-30T17:38:11.846Z","49","1530","3152"
"88.20.124.158","elite","AS3352","ES","Telefonica de Espana SAU","92","RIMA (Red IP Multi Acceso)","4145","socks4","4713","1","2023-07-30T17:38:11.934Z","94","2906","3092"
"144.91.89.245","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","1981","socks5","2421","1","2023-07-30T17:38:08.342Z","67","2105","3138"
"190.96.18.88","elite","AS14259","CL","Gtd Internet S.A.","297","Manquehuenet","5678","socks4","4111","1","2023-07-30T17:38:08.235Z","98","3106","3158"
"112.199.95.122","elite","AS9658","PH","Eastern Telecommunications Philippines","392","Eastern Telecommunications Philippines, Inc","8080","socks4","4504","2","2023-07-30T17:38:08.149Z","100","3126","3134"
"110.77.236.112","elite","AS131090","TH","CAT Telecom Public Company Limited","205","CAT BBviaOnnet","4153","socks4","5088","1","2023-07-30T17:38:08.237Z","83","2593","3106"
"146.88.203.171","elite","AS58424","KH","Xinwei (Cambodia) Telecom Co. Ltd","285","XINWEITELECOM","5678","socks4","4198","1","2023-07-30T17:38:05.039Z","87","2744","3137"
"159.65.243.101","elite","AS14061","US","DigitalOcean, LLC","79","Digital Ocean","54321","socks4","3112","1","2023-07-30T17:38:01.837Z","100","3047","3056"
"134.119.190.185","elite","AS29066","FR","Host Europe GmbH","88","Bogdan Gribov","14182","socks5","4909","1","2023-07-30T17:38:01.750Z","100","3102","3104"
"45.7.176.42","elite","AS266626","BR","Litoral Telecom","201","Litoral Telecom","39867","socks4","5011","1","2023-07-30T17:38:01.748Z","98","3016","3090"
"173.212.250.16","elite","AS51167","DE","Contabo GmbH","81","Contabo GmbH","37712","socks4","2906","1","2023-07-30T17:37:58.951Z","100","3047","3047"
"174.139.46.100","elite","AS4213","US","Krypt Technologies","145","Krypt Technologies","58841","socks4","4896","1","2023-07-30T17:37:58.936Z","74","2288","3095"
"45.6.229.227","elite","AS266233","BR","Newmaster Telecom","285","Newmaster Telecom","4145","socks4","4891","90","2023-07-30T17:37:58.847Z","100","3169","3176"
"180.158.150.12","elite","AS4812","CN","China Telecom (Group)","175","Chinanet SH","2080","socks4","2107","1","2023-07-30T17:37:58.937Z","61","1907","3143"
"190.145.132.250","elite","AS14080","CO","Telmex Colombia S.A.","148","Telmex Colombia S.A.","4145","socks4","4999","1","2023-07-30T17:37:58.934Z","99","3060","3091"
"37.221.192.104","elite","AS197540","DE","netcup GmbH","25","NETCUP-GMBH","7497","socks5","4899","81","2023-07-30T17:37:58.949Z","100","3060","3073"
"78.38.108.194","elite","AS58224","IR","Iran Telecommunication Company PJS","196","Abol Medical University","1080","socks5","2105","94","2023-07-30T17:37:58.850Z","76","2405","3146"
"103.82.20.182","elite","AS135905","VN","INETACADEMY","307","Inet academy joint stock company","55445","socks5","3515","1","2023-07-30T17:37:58.850Z","81","2535","3128"
"138.197.203.84","elite","AS14061","US","DigitalOcean, LLC","193","Digital Ocean","7497","socks5","5404","1","2023-07-30T17:37:55.444Z","100","3088","3091"
"76.120.215.137","elite","AS21508","US","Comcast Cable Communications, LLC","98","Comcast Cable Communications, Inc.","4252","socks5","4798","1","2023-07-30T17:37:55.447Z","100","3030","3033"
"5.190.229.170","elite","AS58224","IR","Iran Telecommunication Company PJS","212","N/A","8080","socks4","4496","1","2023-07-30T17:37:52.053Z","94","2875","3069"
"172.67.150.173","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","696","82","2023-07-30T17:37:52.047Z","100","3131","3131"
"109.70.206.42","elite","AS49979","IT","LA Wireless Srl","92","LAwireless","5678","socks4","5098","1","2023-07-30T17:37:52.040Z","99","3146","3171"
"200.97.76.186","elite","AS7738","BR","V tal","199","V tal","8080","socks5","4402","1","2023-07-30T17:37:52.052Z","97","2989","3084"
"36.255.104.17","elite","AS136238","MV","SatLink Pvt Ltd","191","N/A","1080","socks4","4206","1","2023-07-30T17:37:52.042Z","100","3129","3136"
"202.153.91.165","elite","AS24077","HK","Telekom Malaysia (Hong Kong) Ltd.","190","Telekom Malaysia (Hong Kong) Ltd","1080","socks4","4810","1","2023-07-30T17:37:52.039Z","99","3143","3170"
"194.233.69.126","elite","AS141995","SG","Contabo Asia Private Limited","200","Contabo Asia Private Limited","443","socks4","5003","1","2023-07-30T17:37:52.043Z","100","3130","3145"
"185.162.228.128","elite","AS209242","GB","Cloudflare London, LLC","87","Softconstruct Limited","80","socks4","2818","1","2023-07-30T17:37:52.051Z","100","3117","3119"
"41.60.233.192","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","187","Liquid Telecommunications Operations Limited","8080","socks4","3299","1","2023-07-30T17:37:52.146Z","83","2573","3097"
"77.85.104.54","elite","AS8866","BG","BTC","44","BTC Plc","1080","socks4","3897","1","2023-07-30T17:37:52.148Z","100","3140","3148"
"173.177.85.227","elite","AS5769","CA","Videotron Telecom Ltee","101","Videotron Ltee","80","socks5","4907","1","2023-07-30T17:37:52.049Z","100","3062","3064"
